"","Year","Site","Zone","Depth_cm","min_npoc_mgL","max_npoc_mgL","mean_npoc_mgL","sd_npoc_mgL","min_tdn_mgL","max_tdn_mgL","mean_tdn_mgL","sd_tdn_mgL"
"1",2023,"GCW","SW",0,5.169,8.815,6.47558333333333,1.11342685258647,0.4568,0.9115,0.607575,0.122777663981391
"2",2023,"GCW","TR",10,-0.04784,83.88,22.938645,26.0509959288025,0.03846,2.241,0.769845,0.660161595953164
"3",2023,"GCW","TR",20,13.98,78.38,33.6033333333333,21.3396678746413,0.3389,2.977,1.69591111111111,0.872028341632949
"4",2023,"GCW","TR",45,4.383,115.7,37.0776666666667,41.1174589325102,0.4123,3.604,1.35766666666667,1.26777543700242
"5",2023,"GCW","UP",10,21.33,21.33,21.33,NA,0.5342,0.5342,0.5342,NA
"6",2023,"GCW","UP",20,7.732,49.11,23.7106666666667,22.2395243054642,0.1922,2.079,0.9112,1.0203282020997
"7",2023,"GCW","WC",10,6.596,31.24,12.9225833333333,6.83555935675325,0.5245,4.855,1.58513333333333,1.50774339951727
"8",2023,"GCW","WC",20,5.497,15.3,10.3949166666667,3.22741645785359,0.4383,2.014,1.03969166666667,0.473291506287872
"9",2023,"GCW","WC",45,6.621,50.18,15.91575,12.4727392713797,0.4433,4.341,2.45245833333333,1.43695002788946
"10",2023,"GWI","SW",0,3.228,5.197,3.97758333333333,0.532959568368138,0.06779,0.5004,0.3855075,0.112818076978744
"11",2023,"GWI","TR",10,18.7,71.02,43.4175,15.8648537368269,0.7754,2.248,1.36341666666667,0.42667953022749
"12",2023,"GWI","TR",20,25.36,93.4,60.31,21.1367689110706,1.019,2.897,1.9485,0.707869081372846
"13",2023,"GWI","TR",45,30.45,38.9,34.95,4.25176433965948,1.086,1.231,1.145,0.0761774244773345
"14",2023,"GWI","UP",10,28.41,84.48,45.977,17.8655161632061,0.7404,2.057,1.22095,0.427602638101206
"15",2023,"GWI","UP",20,28.82,121.5,58.5609090909091,33.1627907313439,0.8315,3.056,1.51775454545455,0.73522248382872
"16",2023,"GWI","UP",45,16.04,63.09,34.07875,17.8540867170516,0.6045,1.993,1.112375,0.561636294996275
"17",2023,"GWI","WC",10,18.62,89.08,41.6933333333333,25.5674147494364,1.103,3.05,1.7555,0.72804201926687
"18",2023,"GWI","WC",20,31.05,98.74,55.7425,18.9029974174372,0.06975,2.851,1.8903125,0.685546688989226
"19",2023,"GWI","WC",45,34.22,67.83,46.8225,11.9585125090277,1.374,2.111,1.704625,0.239395630405283
"20",2023,"MSM","SW",0,4.417,6.82,6.08718181818182,1.04209278072366,0.4533,0.7616,0.549409090909091,0.108191491851674
"21",2023,"MSM","TR",10,17.91,48.34,30.085,10.4558661221171,0.7861,3.33,1.99885833333333,0.914257254882924
"22",2023,"MSM","TR",20,23.68,45.96,32.3166666666667,7.75988909636464,2.042,3.899,2.85608333333333,0.609942837609817
"23",2023,"MSM","TR",45,11.93,35,22.9955555555556,9.69981199703261,1.217,2.83,2.04755555555556,0.497449271562214
"24",2023,"MSM","UP",10,27,88.78,46.60625,23.7134548531299,0.7034,2.395,1.2365375,0.568443270036685
"25",2023,"MSM","UP",20,24.39,87.99,48.7171428571429,24.131296908293,1.783,4.067,3.03642857142857,0.884427659966764
"26",2023,"MSM","UP",45,24.96,24.96,24.96,NA,1.75,1.75,1.75,NA
"27",2023,"MSM","WC",10,10.4,25.55,16.1825,4.93698863865229,0.6143,3.993,1.42453333333333,0.93784655687507
"28",2023,"MSM","WC",20,12.07,35.23,22.1,8.24897448171589,0.848,4.291,1.99633636363636,1.206833660678
"29",2023,"MSM","WC",45,75.21,86.12,82.8075,5.098708169723,1.838,4.623,2.74575,1.28136525497871
"30",2023,"SWH","SW",0,5.746,6.09,5.94544444444444,0.115352840354183,0.3093,0.6054,0.413955555555556,0.095052815727772
"31",2023,"SWH","SWAMP",10,7.092,132.8,38.2067272727273,35.6727182174022,0.541,4.827,2.19725454545455,1.26869831273131
"32",2023,"SWH","SWAMP",20,7.62,52.21,20.8198333333333,12.3021710562392,0.9164,2.249,1.65485833333333,0.479810618811467
"33",2023,"SWH","SWAMP",45,5.2,18.33,10.7505833333333,3.97416446240495,1.031,1.72,1.42591666666667,0.199344132929297
"34",2023,"SWH","TR",10,6.955,57.23,20.8814166666667,15.9273600532276,0.5406,2.531,1.31743333333333,0.730489419167144
"35",2023,"SWH","TR",20,8.702,24.41,16.951,4.81996503193653,0.8795,5.518,2.818175,1.61540932731389
"36",2023,"SWH","TR",45,12.02,18.8,15.8525,2.45438059210651,2.362,5.45,3.67758333333333,0.940438530042171
"37",2023,"SWH","UP",10,9.423,101.3,47.5903333333333,33.6009162598284,0.5419,2.976,1.47136666666667,0.761891224191485
"38",2023,"SWH","UP",20,9.206,171.8,65.8121666666667,45.037647544397,0.5203,4.84,1.84874166666667,1.23669879441441
"39",2023,"SWH","UP",45,40.87,114,80.036,23.4047284871146,1.285,2.37,1.8747,0.380662011063183
"40",2023,"SWH","WC",10,7.805,13.25,10.9691666666667,1.85100085539328,0.4812,1.181,0.63935,0.270275635231887
"41",2023,"SWH","WC",20,10.9,10.9,10.9,NA,0.4811,0.4811,0.4811,NA
"42",2023,"SWH","WC",45,7.477,10.04,9.01733333333333,1.35765471800945,0.3556,0.4914,0.425666666666667,0.0680036273542326
"43",2024,"GCW","SW",0,-0.1982,8.489,5.20173333333333,2.1986347041799,-0.00266,0.6337,0.447436666666667,0.170762524488533
"44",2024,"GCW","TR",10,4.23,41.98,14.8612,15.5748918840549,0.2497,0.8432,0.44544,0.243367988856382
"45",2024,"GCW","TR",20,2.417,89.21,17.466,28.4318319714013,0.1089,1.274,0.565255555555556,0.446357093903276
"46",2024,"GCW","TR",45,3.355,5.406,4.30116666666667,0.767505939173546,0.5272,1.548,1.04501666666667,0.418082347949141
"47",2024,"GCW","UP",10,22.36,22.36,22.36,NA,0.00022,0.00022,0.00022,NA
"48",2024,"GCW","WC",10,-0.1777,18.51,10.1616083333333,4.93278858298931,0.5106,1.781,1.02851666666667,0.439041428638125
"49",2024,"GCW","WC",20,-0.2012,18.31,10.5652333333333,5.27158684740155,0.3927,3.279,1.55979166666667,0.929492044523961
"50",2024,"GCW","WC",45,8.213,43.56,21.9310833333333,12.0123950186186,-0.01174,5.942,3.01343833333333,2.03579445653772
"51",2024,"GWI","SW",0,2.031,9.979,4.73858333333333,2.19883256042562,-0.00384,0.4726,0.298645,0.158933356445112
"52",2024,"GWI","TR",10,-0.6195,74.74,33.3054916666667,27.3433050531223,0.00549,2.337,0.949774166666667,0.827956273872417
"53",2024,"GWI","TR",20,-0.681,72.68,38.8704666666667,29.8673110994836,-0.00603,2.418,1.15503583333333,0.845612358971117
"54",2024,"GWI","TR",45,23.49,47.19,33.52,10.5837516977677,0.0235,1.145,0.702825,0.478247121441067
"55",2024,"GWI","UP",10,24.71,62.75,51.702,15.8787332618191,-0.00416,1.501,0.963328,0.602109908505084
"56",2024,"GWI","UP",20,19.54,82.15,49.0754545454545,23.7552559925741,-0.00923,2.189,1.07691545454545,0.656287618675892
"57",2024,"GWI","UP",45,26.65,58.39,37.4025,9.81050712246824,0.7372,1.326,0.9652875,0.212619757430959
"58",2024,"GWI","WC",10,7.406,35.9,23.5766,11.7569599264058,-0.00216,1.939,1.024084,0.672548694233775
"59",2024,"GWI","WC",20,-0.5307,58.75,40.2799222222222,17.9719320554148,0.03074,2.116,1.54952666666667,0.627690800792874
"60",2024,"GWI","WC",45,32.46,69.42,47.51625,14.7211247022773,-0.00923,2.16,1.30327125,0.745702424782692
"61",2024,"MSM","SW",0,-0.1941,7.269,5.40490833333333,1.93136368942603,0.426,0.671,0.552725,0.0835972936164802
"62",2024,"MSM","TR",10,19.09,127.2,45.3833333333333,35.4426952981852,0.00177,3.603,2.14775222222222,1.12650647248227
"63",2024,"MSM","TR",20,23.56,65.3,36.2925,13.7124622316543,0.01339,4.342,3.24961583333333,1.11391922838775
"64",2024,"MSM","TR",45,17.14,47.28,25.178,10.5941113622406,-0.01257,3.875,2.179743,1.1343082348291
"65",2024,"MSM","UP",10,24.69,53.61,37.2933333333333,12.7194412875199,0.7511,1.351,1.01215,0.234366386241713
"66",2024,"MSM","UP",20,25.63,85.67,40.7366666666667,23.1603917641016,0.7263,2.288,1.15453333333333,0.577813145114116
"67",2024,"MSM","UP",45,18.29,28.36,23.705,3.31879948174035,1.089,2.614,1.81183333333333,0.568517868379409
"68",2024,"MSM","WC",10,12.28,18.94,15.7222222222222,2.51871881011844,-0.00904,3.249,1.43319555555556,0.94736315749441
"69",2024,"MSM","WC",20,14.05,43.62,24.99,9.0589794729268,1.116,4.427,2.47725,1.00431108228477
"70",2024,"MSM","WC",45,83.69,98.13,92.5833333333333,7.78000856897557,1.958,2.551,2.25966666666667,0.296635017038335
"71",2024,"SWH","SW",0,4.959,6.429,5.71938095238095,0.485671645887474,0.278,0.4986,0.413785714285714,0.0578891638021684
"72",2024,"SWH","SWAMP",10,3.31,116.5,30.9567619047619,40.3130843224688,0.3487,4.721,1.41737619047619,1.42955245230973
"73",2024,"SWH","SWAMP",20,2.986,29.45,15.3109523809524,8.23281181296032,0.4125,2.035,1.1218619047619,0.400547338620781
"74",2024,"SWH","SWAMP",45,4.935,22.04,10.7246666666667,5.60649482594369,0.4909,1.364,0.919985714285714,0.292112432610655
"75",2024,"SWH","TR",10,4.724,36.55,15.9868571428571,8.02562028933412,0.3335,2.059,1.05005714285714,0.51230578619749
"76",2024,"SWH","TR",20,9.516,26.75,17.6226666666667,4.51777526370373,1.547,4.791,2.79757142857143,0.943840006114838
"77",2024,"SWH","TR",45,10.31,27.19,16.2538095238095,4.46163924605125,1.55,5.385,3.35071428571429,1.25285745968395
"78",2024,"SWH","UP",10,9.214,39.57,19.3307777777778,9.16498177242535,0.3618,0.9501,0.605172222222222,0.196993274909265
"79",2024,"SWH","UP",20,8.057,52.66,16.245619047619,10.0717839605315,0.2183,1.326,0.60077619047619,0.270580924872323
"80",2024,"SWH","UP",45,13.47,42.67,25.5095,9.85732774453391,0.3952,1.125,0.76117,0.246905277170693
"81",2024,"SWH","WC",10,6.484,19.6,10.0078333333333,3.98753357721434,0.3217,1.141,0.533422222222222,0.239506825533479
"82",2024,"SWH","WC",20,6.312,22.56,13.5014166666667,5.80572389125724,0.3309,1.444,0.629558333333333,0.322047550013499
"83",2024,"SWH","WC",45,7.82,19.78,12.7094666666667,3.14547770314024,0.3437,0.8994,0.54372,0.151396835218857
"84",2025,"GCW","SW",0,4.592,7.687,5.91566666666667,1.10517849237126,0.3276,0.8155,0.545933333333333,0.203630124244916
"85",2025,"GCW","TR",10,5.835,20.96,12.1366666666667,5.66933652790754,0.3131,0.5425,0.392816666666667,0.0881869699369848
"86",2025,"GCW","TR",20,3.025,9.597,5.831,2.57490199536104,0.1473,0.456,0.26985,0.110223565019982
"87",2025,"GCW","UP",10,22.37,39.9,28.8366666666667,9.62664185130689,0.5436,1.017,0.7928,0.237688114974224
"88",2025,"GCW","UP",20,11.93,30.3,20.9533333333333,9.18926729034113,0.3681,0.8458,0.6002,0.239135965509164
"89",2025,"GCW","WC",10,6.064,15.15,10.517,3.24388409164076,0.4259,2.849,1.12941111111111,0.761875540105542
"90",2025,"GCW","WC",20,5.8,13.26,10.1361111111111,2.87378980809507,0.3279,2.659,1.64628888888889,0.945083723069608
"91",2025,"GCW","WC",45,11.78,38.27,17.69,8.68110921154994,1.32,4.761,3.629125,1.43283798680401
"92",2025,"GWI","SW",0,4.289,6.702,5.27177777777778,0.972574261660489,0.14,0.2853,0.193377777777778,0.0450288456930049
"93",2025,"GWI","TR",10,15.51,82.91,50.7966666666667,25.1487609038696,0.4018,1.696,1.08842222222222,0.453213100477518
"94",2025,"GWI","TR",20,30.33,135.3,72.3566666666667,32.6938163113455,0.5516,2.219,1.4099,0.555557017775854
"95",2025,"GWI","TR",45,31.87,77.47,50.1566666666667,24.1029154529765,0.6639,0.8282,0.743066666666667,0.0823123522524617
"96",2025,"GWI","UP",10,25.61,58.75,41.48,16.6142980592019,0.7178,0.7734,0.737,0.0315391819805143
"97",2025,"GWI","UP",20,21.11,83.15,49.2077777777778,24.9202526962397,0.5242,1.795,0.912966666666667,0.393289212920975
"98",2025,"GWI","UP",45,26.99,50.78,36.5766666666667,9.55463796627934,0.6139,1.016,0.784466666666667,0.171015375527076
"99",2025,"GWI","WC",10,25.18,56.88,40.8,12.5212409528768,0.7534,1.606,1.08334444444444,0.290675502541542
"100",2025,"GWI","WC",20,34.11,70,55.11,15.9047099942124,1.095,1.649,1.42975,0.243515057713755
"101",2025,"GWI","WC",45,45.2,108.4,69.0833333333333,27.7252236540423,1.035,1.928,1.36416666666667,0.310841063353391
"102",2025,"MSM","SW",0,4.772,8.398,6.69755555555556,1.31445407975242,0.2775,0.4842,0.369177777777778,0.0714270568093383
"103",2025,"MSM","TR",10,38.79,96.26,61.3166666666667,26.5711577968794,0.9439,2.395,1.60065,0.629487835466262
"104",2025,"MSM","TR",20,27.99,58.84,41.9811111111111,11.7401708297244,0.7495,3.73,2.37266666666667,1.10322745274943
"105",2025,"MSM","TR",45,16.11,44.02,30.0525,10.4170186988134,1.311,3.949,2.45925,1.0779949310774
"106",2025,"MSM","UP",10,30.46,84.86,51.2316666666667,20.9104810242774,0.6857,1.467,1.04466666666667,0.31231647837837
"107",2025,"MSM","UP",20,36.56,105.1,60.5833333333333,21.6144506060182,0.9276,1.719,1.27394444444444,0.296023508826204
"108",2025,"MSM","UP",45,26.04,36.86,30.7083333333333,3.77197251669026,0.6721,0.9981,0.781383333333333,0.120513624402665
"109",2025,"MSM","WC",10,10.07,22.91,16.48,5.0064083932496,0.6848,1.428,1.06282222222222,0.290247415052132
"110",2025,"MSM","WC",20,14.45,37.33,24.9411111111111,7.69090769097583,1.15,2.714,1.90244444444444,0.525196894295633
"111",2025,"MSM","WC",45,103.8,103.8,103.8,NA,2.091,2.091,2.091,NA
"112",2025,"SWH","SW",0,5.369,12.65,8.33011111111111,3.09517283218742,0.1492,0.4039,0.251688888888889,0.0944709670275006
"113",2025,"SWH","SWAMP",10,6.425,122.3,40.393,37.8490553458264,0.3276,1.833,0.7970125,0.505613470202288
"114",2025,"SWH","SWAMP",20,6.355,44.98,20.9266666666667,12.3855634207734,0.2421,1.172,0.513822222222222,0.292194583188061
"115",2025,"SWH","SWAMP",45,6.015,43.4,18.5802222222222,12.7023327264894,0.4777,1.059,0.649744444444444,0.185486833165532
"116",2025,"SWH","TR",10,4.462,73.2,25.0824444444444,22.9451859608454,0.2036,3.363,1.02182222222222,1.05999757874461
"117",2025,"SWH","TR",20,6.394,54.11,30.8282222222222,17.6671165854659,0.8434,3.83,2.18214444444444,1.03086224723664
"118",2025,"SWH","TR",45,8.443,66.84,31.727,19.2344875419128,1.75,4.835,2.99766666666667,0.896992614239382
"119",2025,"SWH","UP",10,7.694,69.84,29.7034285714286,21.3466494393316,0.272,0.9478,0.596128571428571,0.241942160541769
"120",2025,"SWH","UP",20,7.945,125.6,51.866,44.3499132778183,0.259,2.545,0.990533333333333,0.821818124648027
"121",2025,"SWH","UP",45,14.99,70.99,33.28125,17.2733977445915,0.2362,1.141,0.6077875,0.290206165325372
"122",2025,"SWH","WC",10,5.862,28.45,14.6598888888889,8.08731856743081,0.2366,0.6824,0.373455555555556,0.143356218134331
"123",2025,"SWH","WC",20,5.421,41.28,19.5728571428571,11.8830277066155,0.211,0.6662,0.3705,0.143904204247131
"124",2025,"SWH","WC",45,13.92,33.33,19.75,7.29097250029103,0.2231,0.5533,0.3684,0.125443660660872
